ID,total+AF8-number+AF8-employees,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
5145,7,0,0,1,0,0,0,0
5146,10,0,0,1,0,0,0,0
5147,7,0,0,1,0,0,0,0
5148,5,0,0,1,0,0,0,0
5149,7,0,0,1,0,0,0,0
5150,3,0,0,1,0,0,0,0
5151,1,0,0,0,0,0,0,0
5152,2,0,0,0,0,0,0,0
5153,10,0,0,0,0,0,0,0
5154,2,0,0,0,0,0,0,0
5155,7,0,0,0,0,0,0,0
5156,3,0,0,0,0,0,0,0
5157,1,0,0,0,0,0,0,0
5158,1,0,0,0,0,0,0,0
5159,2,0,0,0,0,0,0,0
5160,1,0,0,0,0,0,0,0
5161,4,0,0,0,0,0,0,0
5162,2,0,0,0,0,0,0,0
5163,5,0,0,0,0,0,0,0
5164,2,0,0,0,0,0,0,0
5165,1,0,0,0,0,0,0,0
5166,1,0,0,0,0,0,0,0
5167,2,0,0,0,0,0,0,0
5168,3,0,0,0,0,0,0,0
5169,3,0,0,0,0,0,0,0
5170,2,0,0,0,0,0,0,0
5171,2,0,0,0,0,0,0,0
5172,3,0,0,0,0,0,0,0
5173,3,0,0,0,0,0,0,0
5174,1,0,0,0,0,0,0,0
5175,1,0,0,0,0,0,0,0
5176,5,0,0,0,0,0,0,0
5177,47,0,0,0,0,0,0,0
5178,4,0,0,0,0,0,0,0
5179,6,0,0,0,0,0,0,0
5180,5,0,0,0,0,0,0,0
5181,8,0,0,0,0,0,0,0
5182,3,0,0,0,0,0,0,0
5183,96,0,0,0,0,0,0,0
5184,1,0,0,0,0,0,0,0
5185,2,0,0,0,0,0,0,0
5186,2,0,0,0,0,0,0,0
5187,1,0,0,0,0,0,0,0
5188,3,0,0,0,0,0,0,0
5189,947,0,0,0,0,0,0,0
5190,2,0,0,0,0,0,0,0
5191,20,0,0,0,0,0,0,0
5192,3,0,0,0,0,0,0,0
5193,1,0,0,0,0,0,0,0
5194,4,0,0,0,0,0,0,0
5195,4,0,0,0,0,0,0,0
5196,10,0,0,0,0,0,0,0
5197,7,0,0,0,0,0,0,0
5198,1,0,0,0,0,0,0,0
5199,2,0,0,0,0,0,0,0
5200,6,0,0,0,0,0,0,0
5201,13,0,0,0,0,0,0,0
5202,8,0,0,0,0,0,0,0
5203,7,0,0,0,0,0,0,0
5204,4,0,0,0,0,0,0,0
5205,2,0,0,0,0,0,0,0
5206,4,0,0,0,0,0,0,0
5207,3,0,0,0,0,0,0,0
5208,4,0,0,0,0,0,0,0
5209,3,0,0,0,0,0,0,0
5210,1,0,0,0,0,0,0,0
5211,2,0,0,0,0,0,0,0
5212,1,0,0,0,0,0,0,0
5213,5,0,0,0,0,0,0,0
5214,1,0,0,0,0,0,0,0
5215,2,0,0,0,0,0,0,0
5216,1,0,0,0,0,0,0,0
5217,7,0,0,0,0,0,0,0
5218,6,0,0,0,0,0,0,0
5219,3,0,0,0,0,0,0,0
5220,5,0,0,0,0,0,0,0
5221,2,0,0,0,0,0,0,0
5222,1,0,0,0,0,0,0,0
5223,4,0,0,0,0,0,0,0
5224,3,0,0,0,0,0,0,0
5225,2,0,0,0,0,0,0,0
5226,15,0,0,0,0,0,0,0
5227,4,0,0,0,0,0,0,0
5228,1,0,0,0,0,0,0,0
5229,13,0,0,0,0,0,0,0
5230,1,0,0,0,0,0,0,0
5231,2,0,0,0,0,0,0,0
5232,3,0,0,0,0,0,0,0
5233,2,0,0,0,0,0,0,0
5234,1,0,0,0,0,0,0,0
5235,3,0,0,0,0,0,0,0
5236,2,0,0,0,0,0,0,0
5237,1,0,0,0,0,0,0,0
5238,3,0,0,0,0,0,0,0
5239,6,0,0,0,0,0,0,0
5240,3,0,0,0,0,0,0,0
5241,5,0,0,0,0,0,0,0
5242,2,0,0,0,0,0,0,0
5243,3,0,0,0,0,0,0,0
5244,1,0,0,0,0,0,0,0
5245,3,0,0,0,0,0,0,0
5246,8,0,0,0,0,0,0,0
5247,2,0,0,0,0,0,0,0
5248,3,0,0,0,0,0,0,0
5249,4,0,0,0,0,0,0,1
5250,2,0,0,0,0,0,0,1
5251,1,0,0,0,0,0,0,1
5252,1,0,0,0,0,0,0,1
5253,4,0,0,0,0,0,0,1
5254,1,0,0,0,0,0,0,1
5255,3,0,0,0,0,0,0,1
5256,9,0,0,0,0,0,0,1
5257,10,0,0,0,0,0,0,1
5258,2,0,0,0,0,0,0,1
5259,1,0,0,0,0,0,0,1
5260,2,0,0,0,0,0,0,1
5261,8,0,0,0,0,0,0,1
5262,1,0,0,0,0,0,0,1
5263,4,0,0,0,0,0,0,1
5264,1,0,0,0,0,0,0,1
5265,15,0,0,0,0,0,0,1
5266,4,0,0,0,0,0,0,1
5267,6,0,0,0,0,0,0,1
5268,5,0,0,0,0,0,0,1
5269,1,0,0,0,0,0,0,1
5270,3,0,0,0,0,0,0,1
5271,6,0,0,0,0,0,0,1
5272,3,0,0,0,0,0,0,1
5273,1,0,0,0,0,0,0,1
5274,2,0,0,0,0,0,0,1
5275,4,0,0,0,0,0,0,1
5276,3,0,0,0,0,0,0,0
5277,5,0,0,0,0,0,0,1
5278,1,0,0,0,0,0,0,1
5279,3,0,0,0,0,0,0,1
5280,2,0,0,0,0,0,0,1
5281,3,0,0,0,0,0,0,1
5282,1,0,0,0,0,0,0,1
5283,1,0,0,0,0,0,0,0
5284,5,0,0,0,0,0,0,0
5285,7,0,0,0,0,0,0,0
5286,2,0,0,0,0,0,0,0
5287,2,0,0,0,0,0,0,0
5288,4,0,0,0,0,0,0,0
5289,14,0,0,0,0,0,0,0
5290,2,0,0,0,0,0,0,0
5291,1,0,0,0,0,0,0,0
5292,11,0,0,0,0,0,0,0
5293,7,0,0,0,0,0,0,0
5294,3,0,0,0,0,0,0,0
5295,9,0,0,0,0,0,0,0
5296,2,0,0,0,0,0,0,1
5297,2,0,0,0,0,0,0,1
5298,4,0,0,0,0,0,0,1
5299,1,0,0,0,0,0,0,1
5300,3,0,0,0,0,0,0,1
5301,3,0,0,0,0,0,0,1
5302,2,0,0,0,0,0,0,1
5303,6,0,0,0,0,0,0,1
5304,3,0,0,0,0,0,0,1
5305,2,0,0,0,0,0,0,1
5306,3,0,0,0,0,0,0,1
5307,4,0,0,0,0,0,0,1
5308,3,0,0,0,0,0,0,1
5309,5,0,0,0,0,0,0,1
5310,4,0,0,0,0,0,0,1
5311,6,0,0,0,0,0,0,1
5312,3,0,0,0,0,0,0,1
5313,17,0,0,0,0,0,0,1
5314,5,0,0,0,0,0,0,1
5315,3,0,0,0,0,0,0,1
5316,2,0,0,0,0,0,0,1
5317,3,0,0,0,0,0,0,1
5318,7,0,0,0,0,0,0,0
5319,2,0,0,0,0,0,0,0
5320,4,0,0,0,0,0,0,0
5321,1,0,0,0,0,0,0,0
5322,2,0,0,0,0,0,0,0
5323,4,0,0,0,0,0,0,0
5324,5,0,0,0,0,0,0,0
5325,5,0,0,0,0,0,0,0
5326,1,0,0,0,0,0,0,0
5327,7,0,0,0,0,0,0,0
5328,1,0,0,0,0,0,0,0
5329,2,0,0,0,0,0,0,0
5330,3,0,0,0,0,0,0,0
5331,4,0,0,0,0,0,0,0
5332,4,0,0,0,0,0,0,0
5333,2,0,0,0,0,0,0,0
5334,2,0,0,0,0,0,0,0
5335,6,0,0,0,0,0,0,0
5336,5,0,0,0,0,0,0,0
5337,4,0,0,0,0,0,0,0
5338,1,0,0,0,0,0,0,0
5339,3,0,0,0,0,0,0,0
5340,5,0,0,0,0,0,0,0
5341,2,0,0,0,0,0,0,0
5342,14,0,0,0,0,0,0,0
5343,1,0,0,0,0,0,0,0
5344,1,0,0,0,0,0,0,0
5345,5,0,0,0,0,0,0,0
5346,12,0,0,0,0,0,0,0
5347,23,0,0,0,0,0,0,0
5348,13,0,0,0,0,0,0,0
5349,4,0,0,0,0,0,0,1
5350,4,0,0,0,0,0,0,1
5351,9,0,0,0,0,0,0,1
5352,3,0,0,0,0,0,0,1
5353,3,0,0,0,0,0,0,1
5354,1,0,0,0,0,0,0,1
5355,1,0,0,0,0,0,0,1
5356,7,0,0,0,0,0,0,1
5357,14,0,0,0,0,0,0,1
5358,1,0,0,0,0,0,0,1
5359,1,0,0,0,0,0,0,1
5360,4,0,0,0,0,0,0,1
5361,8,0,0,0,0,0,0,1
5362,2,0,0,0,0,0,0,1
5363,2,0,0,0,0,0,0,1
5364,3,0,0,0,0,0,0,1
5365,5,0,0,0,0,0,0,1
5366,6,0,0,0,0,0,0,1
5367,1,0,0,0,0,0,0,1
5368,4,0,0,0,0,0,0,1
5369,2,0,0,0,0,0,0,1
5370,3,0,0,0,0,0,0,1
5371,1,0,0,0,0,0,0,1
5372,2,0,0,0,0,0,0,1
5373,2,0,0,0,0,0,0,1
5374,3,0,0,0,0,0,0,1
5375,1,0,0,0,0,0,0,1
5376,9,0,0,0,0,0,0,1
5377,8,0,0,0,0,0,0,1
5378,12,0,0,0,0,0,0,1
5379,9,0,0,0,0,0,0,1
5380,4,0,0,0,0,0,0,1
5381,4,0,0,0,0,0,0,1
5382,5,0,0,0,0,0,0,1
5383,4,0,0,0,0,0,0,1
5384,3,0,0,0,0,0,0,1
5385,13,0,0,0,0,0,0,1
5386,2,0,0,0,0,0,0,1
5387,1,0,0,0,0,0,0,1
5388,3,0,0,0,0,0,0,1
5389,5,0,0,0,0,0,0,1
5390,1,0,0,0,0,0,0,1
5391,3,0,0,0,0,0,0,1
5392,6,0,0,0,0,0,0,0
5393,1,0,0,0,0,0,0,0
5394,2,0,0,0,0,0,0,0
5395,3,0,0,0,0,0,0,0
5396,17,0,0,0,0,0,0,0
5397,11,0,0,0,0,0,0,0
5398,12,0,0,0,0,0,0,0
5399,4,0,0,0,0,0,0,0
5400,5,0,0,0,0,0,0,0
5401,4,0,0,0,0,0,0,0
5402,3,0,0,0,0,0,0,0
5403,2,0,0,0,0,0,0,0
5404,21,0,0,0,0,0,0,0
5405,6,0,0,0,0,0,0,0
5406,5,0,0,0,0,0,0,0
5407,8,0,0,0,0,0,0,0
5408,1,0,0,0,0,0,0,0
5409,2,0,0,0,0,0,0,0
5410,2,0,0,0,0,0,0,0
5411,1,0,0,0,0,0,0,0
5412,1,0,0,0,0,0,0,0
5413,3,0,0,0,0,0,0,0
5414,2,0,0,0,0,0,0,0
5415,3,0,0,0,0,0,0,0
5416,4,0,0,0,0,0,0,0
5417,3,0,0,0,0,0,0,0
5418,1,0,0,0,0,0,0,0
5419,1,0,0,0,0,0,0,0
5420,1,0,0,0,0,0,0,0
5421,9,0,0,0,0,0,0,0
5422,2,0,0,0,0,0,0,0
5423,12,0,0,0,0,0,0,0
5424,8,0,0,0,0,0,0,1
5425,15,0,0,0,0,0,0,1
5426,1,0,0,0,0,0,0,1
5427,2,0,0,0,0,0,0,1
5428,4,0,0,0,0,0,0,1
5429,9,0,0,0,0,0,0,1
5430,1,0,0,0,0,0,0,1
5431,3,0,0,0,0,0,0,1
5432,2,0,0,0,0,0,0,1
5433,7,0,0,0,0,0,0,1
5434,7,0,0,0,0,0,0,1
5435,1,0,0,0,0,0,0,1
5436,2,0,0,0,0,0,0,1
5437,3,0,0,0,0,0,0,1
5438,1,0,0,0,0,0,0,1
5439,1,0,0,0,0,0,0,1
5440,146,0,0,0,0,0,0,1
5441,8,0,0,0,0,0,0,1
5442,3,0,0,0,0,0,0,1
5443,6,0,0,0,0,0,0,1
5444,2,0,0,0,0,0,0,1
5445,2,0,0,0,0,0,0,0
5446,2,0,0,0,0,0,0,0
5447,3,0,0,0,0,0,0,0
5448,4,0,0,0,0,0,0,0
5449,1,0,0,0,0,0,0,0
5450,13,0,0,0,0,0,0,1
5451,2,0,0,0,0,0,0,1
5452,1,0,0,0,0,0,0,1
5453,1,0,0,0,0,0,0,1
5454,5,0,0,0,0,0,0,1
5455,32,0,0,0,0,0,0,1
5456,5,0,0,0,0,0,0,1
5457,1,0,0,0,0,0,0,1
5458,6,0,0,0,0,0,0,1
5459,248,0,0,0,0,0,0,1
5460,1,0,0,0,0,0,0,1
5461,3,0,0,0,0,0,0,1
5462,3,0,0,0,0,0,0,1
5463,3,0,0,0,0,0,0,1
5464,8,0,0,0,0,0,0,1
5465,4,0,0,0,0,0,0,1
5466,8,0,0,0,0,0,0,1
5467,1,0,0,0,0,0,0,1
5468,1,0,0,0,0,0,0,1
5469,2,0,0,0,0,0,0,1
5470,4,0,0,0,0,0,0,1
5471,2,0,0,0,0,0,0,1
5472,11,0,0,0,0,0,0,1
5473,4,0,0,0,0,0,0,1
5474,3,0,0,0,0,0,0,1
5475,18,0,0,0,0,0,0,1
5476,6,0,0,0,0,0,0,1
5477,13,0,0,0,0,0,0,1
5478,1,0,0,0,0,0,0,1
5479,29,0,0,0,0,0,0,1
5480,3,0,0,0,0,0,0,1
5481,17,0,0,0,0,0,0,1
5482,18,0,0,0,0,0,0,1
5483,27,0,0,0,0,0,0,1
5484,1,0,0,0,0,0,0,1
5485,3,0,0,0,0,0,0,1
5486,4,0,0,0,0,0,0,1
5487,9,0,0,0,0,0,0,1
5488,6,0,0,0,0,0,0,1
5489,11,0,0,0,0,0,0,1
5490,7,0,0,0,0,0,0,1
5491,5,0,0,0,0,0,0,1
5492,2,0,0,0,0,0,0,1
5493,2,0,0,0,0,0,0,1
5494,18,0,0,0,0,0,0,1
5495,8,0,0,0,0,0,0,1
5496,3,0,0,0,0,0,0,1
5497,1,0,0,0,0,0,0,1
5498,5,0,0,0,0,0,0,1
5499,8,0,0,0,0,0,0,1
5500,5,0,0,0,0,0,0,1
5501,5,0,0,0,0,0,0,1
5502,9,0,0,0,0,0,0,1
5503,24,0,0,0,0,0,0,1
5504,2,0,0,0,0,0,0,1
5505,5,0,0,0,0,0,0,1
5506,6,0,0,0,0,0,0,1
5507,5,0,0,0,0,0,0,1
5508,9,0,0,0,0,0,0,1
5509,6,0,0,0,0,0,0,1
5510,1,0,0,0,0,0,0,1
5511,1,0,0,0,0,0,0,1
5512,9,0,0,0,0,0,0,1
5513,1,0,0,0,0,0,0,1
5514,1,0,0,0,0,0,0,1
5515,13,0,0,0,0,0,0,1
5516,1,0,0,0,0,0,0,1
5517,3,0,0,0,0,0,0,1
5518,10,0,0,0,0,0,0,1
5519,3,0,0,0,0,0,0,1
5520,12,0,0,0,0,0,0,1
5521,4,0,0,0,0,0,0,1
5522,4,0,0,0,0,0,0,1
5523,5,0,0,0,0,0,0,1
5524,5,0,0,0,0,0,0,1
5525,1,0,0,0,0,0,0,1
5526,6,0,0,0,0,0,0,1
5527,11,0,0,0,0,0,0,1
5528,1,0,0,0,0,0,0,1
5529,1,0,0,0,0,0,0,1
5530,5,0,0,0,0,0,0,1
5531,10,0,0,0,0,0,0,1
5532,2,0,0,0,0,0,0,1
5533,4,0,0,0,0,0,0,1
5534,2,0,0,0,0,0,0,1
5535,4,0,0,0,0,0,0,1
5536,4,0,0,0,0,0,0,1
5537,6,0,0,0,0,0,0,1
5538,4,0,0,0,0,0,0,1
5539,7,0,0,0,0,0,0,1
5540,2,0,0,0,0,0,0,1
5541,4,0,0,0,0,0,0,1
5542,4,0,0,0,0,0,0,1
5543,3,0,0,0,0,0,0,1
5544,9,0,0,0,0,0,0,1
5545,3,0,0,0,0,0,0,1
5546,2,0,0,0,0,0,0,1
5547,2,0,0,0,0,0,0,1
5548,5,0,0,0,0,0,0,1
5549,4,0,0,0,0,0,0,1
5550,3,0,0,0,0,0,0,1
5551,7,0,0,0,0,0,0,1
5552,4,0,0,0,0,0,0,1
5553,6,0,0,0,0,0,0,1
5554,20,0,0,0,0,0,0,1
5555,3,0,0,0,0,0,0,1
5556,2,0,0,0,0,0,0,1
5557,11,0,0,0,0,0,0,1
5558,2,0,0,0,0,0,0,1
5559,4,0,0,0,0,0,0,1
5560,3,0,0,0,0,0,0,1
5561,3,0,0,0,0,0,0,1
5562,1,0,0,0,0,0,0,1
5563,1,0,0,0,0,0,0,1
5564,1,0,0,0,0,0,0,1
5565,2,0,0,0,0,0,0,1
5566,1,0,0,0,0,0,0,1
5567,5,0,0,0,0,0,0,1
5568,2,0,0,0,0,0,0,1
5569,2,0,0,0,0,0,0,1
5570,2,0,0,0,0,0,0,1
5571,5,0,0,0,0,0,0,1
5572,4,0,0,0,0,0,0,1
5573,12,0,0,0,0,0,0,1
5574,5,0,0,0,0,0,0,1
5575,3,0,0,0,0,0,0,1
5576,6,0,0,0,0,0,0,1
5577,3,0,0,0,0,0,0,1
5578,2,0,0,0,0,0,0,1
5579,2,0,0,0,0,0,0,1
5580,3,0,0,0,0,0,0,1
5581,4,0,0,0,0,0,0,1
5582,2,0,0,0,0,0,0,1
5583,2,0,0,0,0,0,0,1
5584,6,0,0,0,0,0,0,1
5585,1,0,0,0,0,0,0,1
5586,2,0,0,0,0,0,0,1
5587,5,0,0,0,0,0,0,1
5588,2,0,0,0,0,0,0,1
5589,3,0,0,0,0,0,0,1
5590,4,0,0,0,0,0,0,1
5591,6,0,0,0,0,0,0,1
5592,2,0,0,0,0,0,0,1
5593,2,0,0,0,0,0,0,1
5594,1,0,0,0,0,0,0,1
5595,1,0,0,0,0,0,0,1
5596,1,0,0,0,0,0,0,1
5597,1,0,0,0,0,0,0,1
5598,2,0,0,0,0,0,0,1
5599,1,0,0,0,0,0,0,1
5600,1,0,0,0,0,0,0,1
5601,6,0,0,0,0,0,0,1
5602,4,0,0,0,0,0,0,1
5603,6,0,0,0,0,0,0,1
5604,1,0,0,0,0,0,0,1
5605,6,0,0,0,0,0,0,1
5606,9,0,0,0,0,0,0,1
5607,33,0,0,0,0,0,0,1
5608,9,0,0,0,0,0,0,1
5609,5,0,0,0,0,0,0,1
5610,5,0,0,0,0,0,0,1
5611,1,0,0,0,0,0,0,1
5612,9,0,0,0,0,0,0,1
5613,6,0,0,0,0,0,0,1
5614,7,0,0,0,0,0,0,1
5615,16,0,0,0,0,0,0,1
5616,2,0,0,0,0,0,0,1
5617,1,0,0,0,0,0,0,1
5618,4,0,0,0,0,0,0,1
5619,3,0,0,0,0,0,0,1
5620,4,0,0,0,0,0,0,1
5621,3,0,0,0,0,0,0,1
5622,7,0,0,0,0,0,0,1
5623,6,0,0,0,0,0,0,1
5624,2,0,0,0,0,0,0,1
5625,1,0,0,0,0,0,0,1
5626,2,0,0,0,0,0,0,1
5627,16,0,0,0,0,0,0,1
5628,7,0,0,0,0,0,0,1
5629,4,0,0,0,0,0,0,1
5630,2,0,0,0,0,0,0,1
5631,1,0,0,0,0,0,0,1
5632,4,0,0,0,0,0,0,0
5633,1,0,0,0,0,0,0,0
5634,8,0,0,0,0,0,0,1
5635,10,0,0,0,0,0,0,1
5636,3,0,0,0,0,0,0,1
5637,6,0,0,0,0,0,0,1
5638,5,0,0,0,0,0,0,0
5639,4,0,0,0,0,0,0,0
5640,15,0,0,0,0,0,0,0
5641,16,0,0,0,0,0,0,0
5642,7,0,0,0,0,0,0,0
5643,8,0,0,0,0,0,0,0
5644,2,0,0,0,0,0,0,0
5645,2,0,0,0,0,0,0,0
5646,5,0,0,0,0,0,0,0
5647,6,0,0,0,0,0,0,0
5648,7,0,0,0,0,0,0,0
5649,5,0,0,0,0,0,0,0
5650,1,0,0,0,0,0,0,0
5651,1,0,0,0,0,0,0,0
5652,4,0,0,0,0,0,0,0
5653,3,0,0,0,0,0,0,0
5654,3,0,0,0,0,0,0,0
5655,2,0,0,0,0,0,0,0
5656,7,0,0,0,0,0,0,0
5657,1,0,0,0,0,0,0,0
5658,1,0,0,0,0,0,0,0
5659,1,0,0,0,0,0,0,1
5660,3,0,0,0,0,0,0,1
5661,3,0,0,0,0,0,0,1
5662,2,0,0,0,0,0,0,1
5663,1,0,0,0,0,0,0,1
5664,6,0,0,0,0,0,0,1
5665,9,0,0,0,0,0,0,1
5666,2,0,0,0,0,0,0,1
5667,1,0,0,0,0,0,0,1
5668,4,0,0,0,0,0,0,1
5669,4,0,0,0,0,0,0,1
5670,2,0,0,0,0,0,0,1
5671,8,0,0,0,0,0,0,1
5672,3,0,0,0,0,0,0,1
5673,2,0,0,0,0,0,0,1
5674,2,0,0,0,0,0,0,1
5675,16,0,0,0,0,0,0,1
5676,9,0,0,0,0,0,0,1
5677,4,0,0,0,0,0,0,1
5678,1,0,0,0,0,0,0,1
5679,5,0,0,0,0,0,0,1
5680,2,0,0,0,0,0,0,1
5681,8,0,0,0,0,0,0,1
5682,3,0,0,0,0,0,0,1
5683,7,0,0,0,0,0,0,1
5684,1,0,0,0,0,0,0,1
5685,20,0,0,0,0,0,0,1
5686,3,0,0,0,0,0,0,0
5687,3,0,0,0,0,0,0,0
5688,2,0,0,0,0,0,0,0
5689,1,0,0,0,0,0,0,1
5690,5,0,0,0,0,0,0,1
5691,2,0,0,0,0,0,0,1
5692,4,0,0,0,0,0,0,1
5693,3,0,0,0,0,0,0,1
5694,4,0,0,0,0,0,0,1
5695,1,0,0,0,0,0,0,1
5696,3,0,0,0,0,0,0,1
5697,2,0,0,0,0,0,0,1
5698,2,0,0,0,0,0,0,1
5699,13,0,0,0,0,0,0,1
5700,2,0,0,0,0,0,0,1
5701,6,0,0,0,0,0,0,0
5702,7,0,0,0,0,0,0,0
5703,6,0,0,0,0,0,0,0
5704,1,0,0,0,0,0,0,0
5705,1,0,0,0,0,0,0,0
5706,27,0,0,0,0,0,0,0
5707,3,0,0,0,0,0,0,0
5708,21,0,0,0,0,0,0,0
5709,2,0,0,0,0,0,0,0
5710,16,0,0,0,0,0,0,0
5711,4,0,0,0,0,0,0,0
5712,4,0,0,0,0,0,0,0
5713,7,0,0,0,0,0,0,0
5714,1,0,0,0,0,0,0,0
5715,2,0,0,0,0,0,0,0
5716,1,0,0,0,0,0,0,0
5717,2,0,0,0,0,0,0,0
5718,2,0,0,0,0,0,0,0
5719,3,0,0,0,0,0,0,0
5720,6,0,0,0,0,0,0,0
5721,6,0,0,0,0,0,0,0
5722,7,0,0,0,0,0,0,0
5723,8,0,0,0,0,0,0,0
5724,2,0,0,0,0,0,0,0
5725,9,0,0,0,0,0,0,0
5726,1,0,0,0,0,0,0,0
5727,7,0,0,0,0,0,0,0
5728,2,0,0,0,0,0,0,0
5729,52,0,0,0,0,0,0,0
5730,10,0,0,0,0,0,0,0
5731,2,0,0,0,0,0,0,0
5732,13,0,0,0,0,0,0,0
5733,2,0,0,0,0,0,0,0
5734,1,0,0,0,0,0,0,0
5735,3,0,0,0,0,0,0,0
5736,5,0,0,0,0,0,0,0
5737,21,0,0,0,0,0,0,0
5738,1,0,0,0,0,0,0,0
5739,9,0,0,0,0,0,0,0
5740,8,0,0,0,0,0,0,0
5741,12,0,0,0,0,0,0,0
5742,2,0,0,0,0,0,0,0
5743,1,0,0,0,0,0,0,0
5744,4,0,0,0,0,0,0,0
5745,2,0,0,0,0,0,0,0
5746,1,0,0,0,0,0,0,0
5747,17,0,0,0,0,0,0,0
5748,5,0,0,0,0,0,0,0
5749,5,0,0,0,0,0,0,0
5750,1,0,0,0,0,0,0,0
5751,1,0,0,0,0,0,0,0
5752,2,0,0,0,0,0,0,0
5753,1,0,0,0,0,0,0,0
5754,2,0,0,0,0,0,0,0
5755,4,0,0,0,0,0,0,0
5756,5,0,0,0,0,0,0,0
5757,1,0,0,0,0,0,0,0
5758,2,0,0,0,0,0,0,0
5759,8,0,0,0,0,0,0,0
5760,1,0,0,0,0,0,0,0
5761,4,0,0,0,0,0,0,0
5762,1,0,0,0,0,0,0,0
5763,1,0,0,0,0,0,0,0
5764,2,0,0,0,0,0,0,0
5765,2,0,0,0,0,0,0,1
5766,1,0,0,0,0,0,0,1
5767,1,0,0,0,0,0,0,1
5768,1,0,0,0,0,0,0,1
5769,1,0,0,0,0,0,0,1
5770,10,0,0,0,0,0,0,1
5771,4,0,0,0,0,0,0,1
5772,1,0,0,0,0,0,0,1
5773,2,0,0,0,0,0,0,1
5774,5,0,0,0,0,0,0,1
5775,1,0,0,0,0,0,0,1
5776,3,0,0,0,0,0,0,1
5777,5,0,0,0,0,0,0,1
5778,12,0,0,0,0,0,0,1
5779,18,0,0,0,0,0,0,1
5780,2,0,0,0,0,0,0,1
5781,1,0,0,0,0,0,0,1
5782,1,0,0,0,0,0,0,1
5783,7,0,0,0,0,0,0,0
5784,5,0,0,0,0,0,0,1
5785,2,0,0,0,0,0,0,1
5786,14,0,0,0,0,0,0,0
5787,5,0,0,0,0,0,0,0
5788,27,0,0,0,0,0,0,1
5789,2,0,0,0,0,0,0,1
5790,2,0,0,0,0,0,0,1
5791,1,0,0,0,0,0,0,1
5792,5,0,0,0,0,0,0,1
5793,7,0,0,0,0,0,0,1
5794,4,0,0,0,0,0,0,1
5795,5,0,0,0,0,0,0,1
5796,5,0,0,0,0,0,0,1
5797,18,0,0,0,0,0,0,1
5798,12,0,0,0,0,0,0,1
5799,3,0,0,0,0,0,0,1
5800,74,0,0,0,0,0,0,1
5801,79,0,0,0,0,0,0,1
5802,324,0,0,0,0,0,0,1
5803,54,0,0,0,0,0,0,1
5804,13,0,0,0,0,0,0,1
5805,3,0,0,0,0,0,0,1
5806,3,0,0,0,0,0,0,1
5807,1,0,0,0,0,0,0,1
5808,3,0,0,0,0,0,0,0
5809,5,0,0,0,0,0,0,0
5810,1,0,0,0,0,0,0,0
5811,7,0,0,0,0,0,0,0
5812,1,0,0,0,0,0,0,0
5813,3,0,0,0,0,0,0,0
5814,2,0,0,0,0,0,0,0
5815,3,0,0,0,0,0,0,0
5816,1,0,0,0,0,0,0,0
5817,2,0,0,0,0,0,0,0
5818,5,0,0,0,0,0,0,0
5819,3,0,0,0,0,0,0,1
5820,1,0,0,0,0,0,0,1
5821,1,0,0,0,0,0,0,0
5822,4,0,0,0,0,0,0,0
5823,2,0,0,0,0,0,0,0
5824,7,0,0,0,0,0,0,0
5825,12,0,0,0,0,0,0,1
5826,7,0,0,0,0,0,0,1
5827,5,0,0,0,0,0,0,1
5828,2,0,0,0,0,0,0,1
5829,3,0,0,0,0,0,0,1
5830,11,0,0,0,0,0,0,1
5831,9,0,0,0,0,0,0,1
5832,2,0,0,0,0,0,0,1
5833,6,0,0,0,0,0,0,1
5834,5,0,0,0,0,0,0,1
5835,6,0,0,0,0,0,0,1
5836,1,0,0,0,0,0,0,1
5837,3,0,0,0,0,0,0,1
5838,12,0,0,0,0,0,0,1
5839,7,0,0,0,0,0,0,1
5840,2,0,0,0,0,0,0,1
5841,4,0,0,0,0,0,0,1
5842,1,0,0,0,0,0,0,1
5843,2,0,0,0,0,0,0,1
5844,2,0,0,0,0,0,0,1
5845,3,0,0,0,0,0,0,1
5846,8,0,0,0,0,0,0,1
5847,4,0,0,0,0,0,0,1
5848,2,0,0,0,0,0,0,1
5849,3,0,0,0,0,0,0,1
5850,6,0,0,0,0,0,0,1
5851,3,0,0,0,0,0,0,1
5852,2,0,0,0,0,0,0,1
5853,7,0,0,0,0,0,0,1
5854,9,0,0,0,0,0,0,1
5855,3,0,0,0,0,0,0,1
5856,3,0,0,0,0,0,0,1
5857,5,0,0,0,0,0,0,1
5858,3,0,0,0,0,0,0,1
5859,4,0,0,0,0,0,0,1
5860,7,0,0,0,0,0,0,1
5861,10,0,0,0,0,0,0,1
5862,6,0,0,0,0,0,0,1
5863,3,0,0,0,0,0,0,1
5864,3,0,0,0,0,0,0,1
5865,9,0,0,0,0,0,0,1
5866,2,0,0,0,0,0,0,1
5867,5,0,0,0,0,0,0,1
5868,4,0,0,0,0,0,0,1
5869,7,0,0,0,0,0,0,1
5870,2,0,0,0,0,0,0,1
5871,3,0,0,0,0,0,0,1
5872,5,0,0,0,0,0,0,1
5873,1,0,0,0,0,0,0,1
5874,47,0,0,0,0,0,0,1
5875,17,0,0,0,0,0,0,1
5876,1,0,0,0,0,0,0,1
