ID,percentage of students funded on grant,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
8061,0,0,0,0,0,0,0,1
8062,0,0,0,0,0,0,0,1
8063,0,0,0,0,0,0,0,1
8064,50,0,0,0,0,0,0,1
8065,0,0,0,0,0,0,0,1
8066,0,0,0,0,0,0,0,1
8067,55,0,0,0,0,0,0,1
8068,0,0,0,0,0,0,0,1
8069,50,0,0,0,0,0,0,1
8070,0,0,0,0,0,0,0,1
8071,0,0,0,0,0,0,0,1
8072,14.2857142857,0,0,0,0,0,0,1
8073,25,0,0,0,0,0,0,1
8074,55.5555555556,0,0,0,0,0,0,1
8075,66.6666666667,0,0,0,0,0,0,1
8076,75,0,0,0,0,0,0,1
8077,72.7272727273,0,0,0,0,0,0,1
8078,0,0,0,0,0,0,0,1
8079,20,0,0,0,0,0,0,1
8080,75,0,0,0,0,0,0,1
8081,25,0,0,0,0,0,0,1
8082,50,0,0,0,0,0,0,1
8083,50,0,0,0,0,0,0,1
8084,33.3333333333,0,0,0,0,0,0,1
8085,0,0,0,0,0,0,0,1
8086,66.6666666667,0,0,0,0,0,0,1
8087,0,0,0,0,0,0,0,1
8088,84.2105263158,0,0,0,0,0,0,1
8089,0,0,0,0,0,0,0,1
8090,0,0,0,0,0,0,0,1
8091,0,0,0,0,0,0,0,1
8092,50,0,0,0,0,0,0,1
8093,0,0,0,0,0,0,0,1
8094,25,0,0,0,0,0,0,1
8095,0,0,0,0,0,0,0,1
8096,0,0,0,0,0,0,0,1
8097,0,0,0,0,0,0,0,1
8098,0,0,0,0,0,0,0,1
8099,0,0,0,0,0,0,0,1
8100,100,0,0,0,0,0,0,1
8101,0,0,0,0,0,0,0,1
8102,33.3333333333,0,0,0,0,0,0,1
8103,55.5555555556,0,0,0,0,0,0,1
8104,0,0,0,0,0,0,0,1
8105,0,0,0,0,0,0,0,1
8106,0,0,0,0,0,0,0,1
8107,0,0,0,0,0,0,0,1
8108,50,0,0,0,0,0,0,1
8109,68.9655172414,0,0,0,0,0,0,1
8110,14.2857142857,0,0,0,0,0,0,1
8111,7.6923076923,0,0,0,0,0,0,1
8112,66.6666666667,0,0,0,0,0,0,1
8113,66.6666666667,0,0,0,0,0,0,1
8114,0,0,0,0,0,0,0,1
8115,50,0,0,0,0,0,0,1
8116,66.6666666667,0,0,0,0,0,0,1
8117,0,0,0,0,0,0,0,1
8118,0,0,0,0,0,0,0,1
8119,0,0,0,0,0,0,0,1
8120,0,0,0,0,0,0,0,1
8121,0,0,0,0,0,0,0,1
8122,50,0,0,0,0,0,0,1
8123,91.6666666667,0,0,0,0,0,0,1
8124,0,0,0,0,0,0,0,1
8125,0,0,0,0,0,0,0,1
8126,50,0,0,0,0,0,0,1
8127,33.3333333333,0,0,0,0,0,0,1
8128,0,0,0,0,0,0,0,1
8129,0,0,0,0,0,0,0,1
8130,0,0,0,0,0,0,0,0
8131,0,0,0,0,0,0,0,0
8132,0,0,0,0,0,0,0,1
8133,0,0,0,0,0,0,0,1
8134,0,0,0,0,0,0,0,1
8135,14.2857142857,0,0,0,0,0,0,1
8136,0,0,0,0,0,0,0,1
8137,0,0,0,0,0,0,0,1
8138,0,0,0,0,0,0,0,1
8139,50,0,0,0,0,0,0,1
8140,0,0,0,0,0,0,0,1
8141,0,0,0,0,0,0,0,1
8142,40.9090909091,0,0,0,0,0,0,1
8143,0,0,0,0,0,0,0,1
8144,100,0,0,0,0,0,0,1
8145,57.1428571429,0,0,0,0,0,0,1
8146,0,0,0,0,0,0,0,1
8147,50,0,0,0,0,0,0,1
8148,0,0,0,0,0,0,0,1
8149,7.6923076923,0,0,0,0,0,0,1
8150,25,0,0,0,0,0,0,1
8151,20,0,0,0,0,0,0,1
8152,11.1111111111,0,0,0,0,0,0,1
8153,100,0,0,0,0,0,0,1
8154,0,0,0,0,0,0,0,1
8155,0,0,0,0,0,0,0,1
8156,0,0,0,0,0,0,0,1
8157,0,0,0,0,0,0,0,1
8158,0,0,0,0,0,0,0,1
8159,100,0,0,0,0,0,0,1
8160,0,0,0,0,0,0,0,1
8161,100,0,0,0,0,0,0,1
8162,0,0,0,0,0,0,0,1
8163,0,0,0,0,0,0,0,1
8164,25,0,0,0,0,0,0,1
8165,0,0,0,0,0,0,0,1
8166,20,0,0,0,0,0,0,1
8167,28.5714285714,0,0,0,0,0,0,1
8168,0,0,0,0,0,0,0,1
8169,15,0,0,0,0,0,0,1
8170,0,0,0,0,0,0,0,1
8171,0,0,0,0,0,0,0,1
8172,0,0,0,0,0,0,0,1
8173,0,0,0,0,0,0,0,1
8174,0,0,0,0,0,0,0,1
8175,0,0,0,0,0,0,0,1
8176,0,0,0,0,0,0,0,1
8177,25,0,0,0,0,0,0,1
8178,23.5294117647,0,0,0,0,0,0,1
8179,0,0,0,0,0,0,0,1
8180,0,0,0,0,0,0,0,1
8181,15.3846153846,0,0,0,0,0,0,1
8182,50,0,0,0,0,0,0,1
8183,60,0,0,0,0,0,0,1
8184,0,0,0,0,0,0,0,1
8185,12.5,0,0,0,0,0,0,1
8186,33.3333333333,0,0,0,0,0,0,1
8187,18.1818181818,0,0,0,0,0,0,1
8188,100,0,0,0,0,0,0,1
8189,50,0,0,0,0,0,0,1
8190,0,0,0,0,0,0,0,1
8191,0,0,0,0,0,0,0,1
8192,44.4444444444,0,0,0,0,0,0,1
8193,66.6666666667,0,0,0,0,0,0,1
8194,69.2307692308,0,0,0,0,0,0,1
8195,5.8823529412,0,0,0,0,0,0,1
8196,25,0,0,0,0,0,0,1
8197,0,0,0,0,0,0,0,1
8198,0,0,0,0,0,0,0,1
8199,50,0,0,0,0,0,0,1
8200,33.3333333333,0,0,0,0,0,0,1
8201,25,0,0,0,0,0,0,1
8202,50,0,0,0,0,0,0,1
8203,20,0,0,0,0,0,0,1
8204,0,0,0,0,0,0,0,1
8205,0,0,0,0,0,0,0,1
8206,0,0,0,0,0,0,0,0
8207,0,0,0,0,0,0,0,0
8208,0,0,0,0,0,0,0,0
8209,0,0,0,0,0,0,0,0
8210,50,0,0,0,0,0,0,1
8211,0,0,0,0,0,0,0,1
8212,25,0,0,0,0,0,0,1
8213,33.3333333333,0,0,0,0,0,0,1
8214,0,0,0,0,0,0,0,0
8215,0,0,0,0,0,0,0,0
8216,0,0,0,0,0,0,0,0
8217,71.4285714286,0,0,0,0,0,0,1
8218,0,0,0,0,0,0,0,1
8219,0,0,0,0,0,0,0,1
8220,83.3333333333,0,0,0,0,0,0,1
8221,0,0,0,0,0,0,0,1
8222,0,0,0,0,0,0,0,1
8223,33.3333333333,0,0,0,0,0,0,1
8224,0,0,0,0,0,0,0,1
8225,0,0,0,0,0,0,0,1
8226,0,0,0,0,0,0,0,0
8227,0,0,0,0,0,0,0,0
8228,0,0,0,0,0,0,0,0
8229,0,0,0,0,0,0,0,0
8230,0,0,0,0,0,0,0,0
8231,0,0,0,0,0,0,0,0
8232,0,0,0,0,0,0,0,0
8233,0,0,0,0,0,0,0,0
8234,50,0,0,0,0,0,0,1
8235,0,0,0,0,0,0,0,1
8236,0,0,0,0,0,0,0,1
8237,80,0,0,0,0,0,0,1
8238,0,0,0,0,0,0,0,1
8239,0,0,0,0,0,0,0,1
8240,66.6666666667,0,0,0,0,0,0,1
8241,100,0,0,0,0,0,0,1
8242,50,0,0,0,0,0,0,1
8243,0,0,0,0,0,0,0,1
8244,0,0,0,0,0,0,0,1
8245,0,0,0,0,0,0,0,1
8246,0,0,0,0,0,0,0,1
8247,0,0,0,0,0,0,0,1
8248,33.3333333333,0,0,0,0,0,0,1
8249,0,0,0,0,0,0,0,1
8250,0,0,0,0,0,0,0,1
8251,66.6666666667,0,0,0,0,0,0,1
8252,0,0,0,0,0,0,0,1
8253,0,0,0,0,0,0,0,1
8254,0,0,0,0,0,0,0,1
8255,66.6666666667,0,0,0,0,0,0,1
8256,0,0,0,0,0,0,0,1
8257,0,0,0,0,0,0,0,1
8258,0,0,0,0,0,0,0,1
8259,0,0,0,0,0,0,0,1
8260,0,0,0,0,0,0,0,1
8261,11.1111111111,0,0,0,0,0,0,0
8262,33.3333333333,0,0,0,0,0,0,1
8263,81.8181818182,0,0,0,0,0,0,1
8264,37.5,0,0,0,0,0,0,1
8265,0,0,0,0,0,0,0,1
8266,50,0,0,0,0,0,0,1
8267,41.6666666667,0,0,0,0,0,0,1
8268,0,0,0,0,0,0,0,1
8269,16.6666666667,0,0,0,0,0,0,1
8270,20,0,0,0,0,0,0,1
8271,0,0,0,0,0,0,0,1
8272,30,0,0,0,0,0,0,1
8273,62.5,0,0,0,0,0,0,1
8274,0,0,0,0,0,0,0,1
8275,0,0,0,0,0,0,0,1
8276,0,0,0,0,0,0,0,1
8277,52.1739130435,0,0,0,0,0,0,1
8278,0,0,0,0,0,0,0,1
8279,45.4545454545,0,0,0,0,0,0,1
8280,0,0,0,0,0,0,0,1
8281,0,0,0,0,0,0,0,1
8282,0,0,0,0,0,0,0,1
8283,3.8461538462,0,0,0,0,0,0,1
8284,33.3333333333,0,0,0,0,0,0,0
8285,0,0,0,0,0,0,0,0
8286,0,0,0,0,0,0,0,0
8287,0,0,0,0,0,0,0,1
8288,0,0,0,0,0,0,0,1
8289,33.3333333333,0,0,0,0,0,0,0
8290,0,0,0,0,0,0,0,0
8291,0,0,0,0,0,0,0,0
8292,0,0,0,0,0,0,0,0
8293,50,0,0,0,0,0,0,0
8294,0,0,0,0,0,0,0,0
8295,0,0,0,0,0,0,0,0
8296,0,0,0,0,0,0,0,0
8297,0,0,0,0,0,0,0,0
8298,0,0,0,0,0,0,0,0
8299,0,0,0,0,0,0,0,0
8300,0,0,0,0,0,0,0,0
8301,0,0,0,0,0,0,0,1
8302,0,0,0,0,0,0,0,1
8303,0,0,0,0,0,0,0,1
8304,0,0,0,0,0,0,0,1
8305,0,0,0,0,0,0,0,1
8306,6.6666666667,0,0,0,0,0,0,0
8307,0,0,0,0,0,0,0,0
8308,20.8333333333,0,0,0,0,0,0,0
8309,0,0,0,0,0,0,0,0
8310,0,0,0,0,0,0,0,0
8311,20,0,0,0,0,0,0,1
8312,0,0,0,0,0,0,0,1
8313,0,0,0,0,0,0,0,1
8314,33.3333333333,0,0,0,0,0,0,1
8315,50,0,0,0,0,0,0,1
8316,0,0,0,0,0,0,0,1
8317,0,0,0,0,0,0,0,1
8318,64.2857142857,0,0,0,0,0,0,1
8319,0,0,0,0,0,0,0,1
8320,43.75,0,0,0,0,0,0,1
8321,35.7142857143,0,0,0,0,0,0,1
8322,33.3333333333,0,0,0,0,0,0,1
8323,40,0,0,0,0,0,0,1
8324,0,0,0,0,0,0,0,1
8325,0,0,0,0,0,0,0,1
8326,66.6666666667,0,0,0,0,0,0,1
8327,0,0,0,0,0,0,0,1
8328,0,0,0,0,0,0,0,0
8329,0,0,0,0,0,0,0,0
8330,0,0,0,0,0,0,0,0
8331,36.3636363636,0,0,0,0,0,0,0
8332,22.2222222222,0,0,0,0,0,0,0
8333,58.3333333333,0,0,0,0,0,0,0
8334,0,0,0,0,0,0,0,0
8335,33.3333333333,0,0,0,0,0,0,0
8336,16.6666666667,0,0,0,0,0,0,1
8337,40,0,0,0,0,0,0,1
8338,50,0,0,0,0,0,0,1
8339,0,0,0,0,0,0,0,1
8340,0,0,0,0,0,0,0,1
8341,100,0,0,0,0,0,0,1
8342,54.5454545455,0,0,0,0,0,0,1
8343,31.25,0,0,0,0,0,0,1
8344,33.3333333333,0,0,0,0,0,0,1
8345,66.6666666667,0,0,0,0,0,0,1
8346,61.5384615385,0,0,0,0,0,0,1
8347,100,0,0,0,0,0,0,1
8348,50,0,0,0,0,0,0,1
8349,0,0,0,0,0,0,0,1
8350,0,0,0,0,0,0,0,1
8351,0,0,0,0,0,0,0,1
8352,40,0,0,0,0,0,0,1
8353,0,0,0,0,0,0,0,1
8354,33.3333333333,0,0,0,0,0,0,1
8355,0,0,0,0,0,0,0,1
8356,0,0,0,0,0,0,0,1
8357,20,0,0,0,0,0,0,1
8358,16.6666666667,0,0,0,0,0,0,1
8359,0,0,0,0,0,0,0,1
8360,0,0,0,0,0,0,0,1
8361,50,0,0,0,0,0,0,1
8362,43.8356164384,0,0,0,0,0,0,1
8363,75,0,0,0,0,0,0,1
8364,61.1111111111,0,0,0,0,0,0,1
8365,54.1666666667,0,0,0,0,0,0,1
8366,0,0,0,0,0,0,0,1
8367,0,0,0,0,0,0,0,1
8368,60,0,0,0,0,0,0,1
8369,0,0,0,0,0,0,0,1
8370,33.3333333333,0,0,0,0,0,0,1
8371,33.3333333333,0,0,0,0,0,0,1
8372,50,0,0,0,0,0,0,1
8373,0,0,0,0,0,0,0,1
8374,48.7804878049,0,0,0,0,0,0,1
8375,9.6153846154,0,0,0,0,0,0,0
8376,0,0,0,0,0,0,0,0
8377,66.6666666667,0,0,0,0,0,0,0
8378,0,0,0,0,0,0,0,0
8379,0,0,0,0,0,0,0,0
8380,0,0,0,0,0,0,0,0
8381,0,0,0,0,0,0,0,0
8382,73.9130434783,0,0,0,0,0,0,0
8383,0,0,0,0,0,0,0,0
8384,0,0,0,0,0,0,0,0
8385,0,0,0,0,0,0,0,0
8386,0,0,0,0,0,0,0,0
8387,0,0,0,0,0,0,0,0
8388,16.6666666667,0,0,0,0,0,0,0
8389,0,0,0,0,0,0,0,0
8390,0,0,0,0,0,0,0,0
8391,0,0,0,0,0,0,0,0
8392,0,0,0,0,0,0,0,0
8393,0,0,0,0,0,0,0,0
8394,0,0,0,0,0,0,0,0
8395,88.8888888889,0,0,0,0,0,0,0
8396,33.3333333333,0,0,0,0,0,0,0
8397,0,0,0,0,0,0,0,0
8398,42.8571428571,0,0,0,0,0,0,0
8399,0,0,0,0,0,0,0,0
8400,0,0,0,0,0,0,0,0
8401,0,0,0,0,0,0,0,0
8402,16.6666666667,0,0,0,0,0,0,0
8403,0,0,0,0,0,0,0,0
8404,44.4444444444,0,0,0,0,0,0,0
8405,0,0,0,0,0,0,0,0
8406,33.3333333333,0,0,0,0,0,0,0
8407,22.2222222222,0,0,0,0,0,0,0
8408,60,0,0,0,0,0,0,0
8409,0,0,0,0,0,0,0,0
8410,50,0,0,0,0,0,0,0
8411,55.5555555556,0,0,0,0,0,0,0
8412,66.6666666667,0,0,0,0,0,0,0
8413,33.3333333333,0,0,0,0,0,0,0
8414,0,0,0,0,0,0,0,0
8415,0,0,0,0,0,0,0,0
8416,0,0,0,0,0,0,0,0
8417,0,0,0,0,0,0,0,0
8418,0,0,0,0,0,0,0,0
8419,0,0,0,0,0,0,0,0
8420,16.6666666667,0,0,0,0,0,0,0
8421,0,0,0,0,0,0,0,0
8422,0,0,0,0,0,0,0,0
8423,0,0,0,0,0,0,0,0
8424,0,0,0,0,0,0,0,0
8425,0,0,0,0,0,0,0,0
8426,0,0,0,0,0,0,0,0
8427,28.5714285714,0,0,0,0,0,0,0
8428,0,0,0,0,0,0,0,0
8429,100,0,0,0,0,0,0,0
8430,0,0,0,0,0,0,0,0
8431,0,0,0,0,0,0,0,0
8432,0,0,0,0,0,0,0,0
8433,0,0,0,0,0,0,0,0
8434,43.1818181818,0,0,0,0,0,0,0
8435,63.1578947368,0,0,0,0,0,0,0
8436,69.2307692308,0,0,0,0,0,0,0
8437,55.5555555556,0,0,0,0,0,0,0
8438,100,0,0,0,0,0,0,0
8439,0,0,0,0,0,0,0,0
8440,25,0,0,0,0,0,0,0
8441,50,0,0,0,0,0,0,0
8442,0,0,0,0,0,0,0,0
8443,16.6666666667,0,0,0,0,0,0,0
8444,0,0,0,0,0,0,0,0
8445,89.2857142857,0,0,0,0,0,0,0
8446,0,0,0,0,0,0,0,0
8447,25,0,0,0,0,0,0,0
8448,57.5757575758,0,0,0,0,0,0,0
8449,0,0,0,0,0,0,0,0
8450,0,0,0,0,0,0,0,0
8451,0,0,0,0,0,0,0,0
8452,35.7142857143,0,0,0,0,0,0,0
8453,55.5555555556,0,0,0,0,0,0,0
8454,44.4444444444,0,0,0,0,0,0,0
8455,75,0,0,0,0,0,0,0
8456,0,0,0,0,0,0,0,0
8457,50,0,0,0,0,0,0,0
8458,12.5,0,0,0,0,0,0,0
8459,30,0,0,0,0,0,0,0
8460,0,0,0,0,0,0,0,0
8461,0,0,0,0,0,0,0,0
8462,30,0,0,0,0,0,0,0
8463,0,0,0,0,0,0,0,0
8464,0,0,0,0,0,0,0,0
8465,0,0,0,0,0,0,0,0
8466,40,0,0,0,0,0,0,0
8467,40,0,0,0,0,0,0,0
8468,40,0,0,0,0,0,0,0
8469,16.6666666667,0,0,0,0,0,0,0
8470,58.3333333333,0,0,0,0,0,0,0
8471,44.4444444444,0,0,0,0,0,0,0
8472,33.3333333333,0,0,0,0,0,0,0
8473,0,0,0,0,0,0,0,0
8474,0,0,0,0,0,0,0,0
8475,42.8571428571,0,0,0,0,0,0,0
8476,47.0588235294,0,0,0,0,0,0,1
8477,0,0,0,0,0,0,0,1
8478,0,0,0,0,0,0,0,1
8479,0,0,0,0,0,0,0,1
8480,0,0,0,0,0,0,0,1
8481,0,0,0,0,0,0,0,1
8482,0,0,0,0,0,0,0,1
8483,0,0,0,0,0,0,0,1
8484,50,0,0,0,0,0,0,1
8485,0,0,0,0,0,0,0,1
8486,0,0,0,0,0,0,0,1
8487,0,0,0,0,0,0,0,1
8488,0,0,0,0,0,0,0,1
8489,33.3333333333,0,0,0,0,0,0,1
8490,0,0,0,0,0,0,0,1
8491,0,0,0,0,0,0,0,1
8492,0,0,0,0,0,0,0,1
8493,0,0,0,0,0,0,0,1
8494,0,0,0,0,0,0,0,1
8495,0,0,0,0,0,0,0,1
8496,71.4285714286,0,0,0,0,0,0,1
8497,0,0,0,0,0,0,0,1
8498,0,0,0,0,0,0,0,1
8499,66.6666666667,0,0,0,0,0,0,1
8500,0,0,0,0,0,0,0,0
8501,0,0,0,0,0,0,0,1
8502,0,0,0,0,0,0,0,1
8503,0,0,0,0,0,0,0,1
8504,0,0,0,0,0,0,0,1
8505,0,0,0,0,0,0,0,1
8506,0,0,0,0,0,0,0,1
8507,0,0,0,0,0,0,0,0
8508,100,0,0,0,0,0,0,0
8509,0,0,0,0,0,0,0,0
8510,0,0,0,0,0,0,0,0
8511,62.5,0,0,0,0,0,0,0
8512,0,0,0,0,0,0,0,0
8513,0,0,0,0,0,0,0,0
8514,66.6666666667,0,0,0,0,0,0,0
8515,28.5714285714,0,0,0,0,0,0,0
8516,33.3333333333,0,0,0,0,0,0,0
8517,0,0,0,0,0,0,0,0
8518,0,0,0,0,0,0,0,0
8519,66.6666666667,0,0,0,0,0,0,0
8520,0,0,0,0,0,0,0,0
8521,0,0,0,0,0,0,0,0
8522,50,0,0,0,0,0,0,0
8523,66.6666666667,0,0,0,0,0,0,0
8524,50,0,0,0,0,0,0,0
8525,0,0,0,0,0,0,0,0
8526,0,0,0,0,0,0,0,0
8527,0,0,0,0,0,0,0,0
8528,0,0,0,0,0,0,0,0
8529,0,0,0,0,0,0,0,0
8530,0,0,0,0,0,0,0,0
8531,0,0,0,0,0,0,0,0
8532,33.3333333333,0,0,0,0,0,0,0
8533,66.6666666667,0,0,0,0,0,0,0
8534,0,0,0,0,0,0,0,0
8535,0,0,0,0,0,0,0,0
8536,0,0,0,0,0,0,0,0
8537,0,0,0,0,0,0,0,0
8538,100,0,0,0,0,0,0,0
8539,40,0,0,0,0,0,0,0
8540,0,0,0,0,0,0,0,0
8541,0,0,0,0,0,0,0,0
8542,0,0,0,0,0,0,0,0
8543,16.6666666667,0,0,0,0,0,0,0
8544,75.7575757576,0,0,0,0,0,0,0
8545,68.5185185185,0,0,0,0,0,0,0
8546,50,0,0,0,0,0,0,0
8547,64.7058823529,0,0,0,0,0,0,0
8548,58.3333333333,0,0,0,0,0,0,0
8549,0,0,0,0,0,0,0,0
8550,25,0,0,0,0,0,0,0
8551,0,0,0,0,0,0,0,0
8552,0,0,0,0,0,0,0,0
8553,0,0,0,0,0,0,0,0
8554,0,0,0,0,0,0,0,0
8555,0,0,0,0,0,0,0,0
8556,28.9473684211,0,0,0,0,0,0,0
8557,0,0,0,0,0,0,0,0
8558,50,0,0,0,0,0,0,0
8559,60,0,0,0,0,0,0,0
8560,75,0,0,0,0,0,0,0
8561,46.1538461538,0,0,0,0,0,0,0
8562,63.6363636364,0,0,0,0,0,0,0
8563,0,0,0,0,0,0,0,0
8564,46.6666666667,0,0,0,0,0,0,0
8565,46.1538461538,0,0,0,0,0,0,0
8566,0,0,0,0,0,0,0,0
8567,0,0,0,0,0,0,0,0
8568,0,0,0,0,0,0,0,0
8569,9.0909090909,0,0,0,0,0,0,0
8570,0,0,0,0,0,0,0,0
8571,42.8571428571,0,0,0,0,0,0,0
8572,63.6363636364,0,0,0,0,0,0,0
8573,75,0,0,0,0,0,0,0
8574,46.3414634146,0,0,0,0,0,0,0
8575,0,0,0,0,0,0,0,0
8576,0,0,0,0,0,0,0,0
8577,0,0,0,0,0,0,0,0
8578,60,0,0,0,0,0,0,0
8579,0,0,0,0,0,0,0,0
8580,35,0,0,0,0,0,0,0
8581,20,0,0,0,0,0,0,0
8582,0,0,0,0,0,0,0,0
8583,0,0,0,0,0,0,0,0
8584,0,0,0,0,0,0,0,0
8585,0,0,0,0,0,0,0,0
8586,16.6666666667,0,0,0,0,0,0,0
8587,50,0,0,0,0,0,0,0
8588,0,0,0,0,0,0,0,0
8589,0,0,0,0,0,0,0,1
8590,0,0,0,0,0,0,0,0
8591,100,0,0,0,0,0,0,0
8592,44.4444444444,0,0,0,0,0,0,0
8593,42.8571428571,0,0,0,0,0,0,0
8594,0,0,0,0,0,0,0,0
8595,0,0,0,0,0,0,0,0
8596,52.1739130435,0,0,0,0,0,0,0
8597,0,0,0,0,0,0,0,0
8598,75,0,0,0,0,0,0,0
8599,0,0,0,0,0,0,0,0
8600,0,0,0,0,0,0,0,0
8601,44.4444444444,0,0,0,0,0,0,0
8602,33.3333333333,0,0,0,0,0,0,0
8603,46.1538461538,0,0,0,0,0,0,0
8604,0,0,0,0,0,0,0,0
8605,0,0,0,0,0,0,0,0
8606,0,0,0,0,0,0,0,0
8607,66.6666666667,0,0,0,0,0,0,0
8608,42.8571428571,0,0,0,0,0,0,0
8609,51.5151515152,0,0,0,0,0,0,0
8610,48.1481481481,0,0,0,0,0,0,0
8611,22.2222222222,0,0,0,0,0,0,1
8612,0,0,0,0,0,0,0,1
8613,36.3636363636,0,0,0,0,0,0,1
8614,60,0,0,0,0,0,0,1
8615,25,0,0,0,0,0,0,1
8616,0,0,0,0,0,0,0,1
8617,33.3333333333,0,0,0,0,0,0,1
8618,0,0,0,0,0,0,0,1
8619,0,0,0,0,0,0,0,1
8620,25,0,0,0,0,0,0,1
8621,0,0,0,0,0,0,0,1
8622,0,0,0,0,0,0,0,1
8623,0,0,0,0,0,0,0,1
8624,5.5555555556,0,0,0,0,0,0,1
8625,11.7647058824,0,0,0,0,0,0,1
8626,69.5652173913,0,0,0,0,0,0,1
8627,0,0,0,0,0,0,0,1
8628,11.1111111111,0,0,0,0,0,0,1
8629,18.1818181818,0,0,0,0,0,0,1
8630,0,0,0,0,0,0,0,1
8631,0,0,0,0,0,0,0,1
8632,0,0,0,0,0,0,0,0
8633,0,0,0,0,0,0,0,1
8634,0,0,0,0,0,0,0,0
8635,0,0,0,0,0,0,0,0
8636,0,0,0,0,0,0,0,0
8637,0,0,0,0,0,0,0,1
8638,0,0,0,0,0,0,0,0
8639,0,0,0,0,0,0,0,0
8640,53.5714285714,0,0,0,0,0,0,1
8641,0,0,0,0,0,0,0,1
8642,0,0,0,0,0,0,0,1
8643,37.5,0,0,0,0,0,0,1
8644,0,0,0,0,0,0,0,0
8645,0,0,0,0,0,0,0,0
8646,0,0,0,0,0,0,0,0
8647,33.3333333333,0,0,0,0,0,0,0
8648,0,0,0,0,0,0,0,1
8649,0,0,0,0,0,0,0,1
8650,0,0,0,0,0,0,0,1
8651,0,0,0,0,0,0,0,0
8652,40,0,0,0,0,0,0,0
8653,0,0,0,0,0,0,0,1
8654,0,0,0,0,0,0,0,1
8655,14.2857142857,0,0,0,0,0,0,0
8656,37.5,0,0,0,0,0,0,0
8657,31.0344827586,0,0,0,0,0,0,0
8658,0,0,0,0,0,0,0,0
8659,0,0,0,0,0,0,0,0
8660,50,0,0,0,0,0,0,0
8661,0,0,0,0,0,0,0,0
8662,19.0476190476,0,0,0,0,0,0,0
8663,0,0,0,0,0,0,0,0
8664,0,0,0,0,0,0,0,0
8665,29.4117647059,0,0,0,0,0,0,0
8666,10.5263157895,0,0,0,0,0,0,0
8667,0,0,0,0,0,0,0,1
8668,0,0,0,0,0,0,0,1
8669,12.5,0,0,0,0,0,0,1
8670,0,0,0,0,0,0,0,0
8671,0,0,0,0,0,0,0,0
8672,33.3333333333,0,0,0,0,0,0,0
8673,0,0,0,0,0,0,0,0
8674,0,0,0,0,0,0,0,0
8675,0,0,0,0,0,0,0,0
8676,0,0,0,0,0,0,0,0
8677,0,0,0,0,0,0,0,0
8678,0,0,0,0,0,0,0,0
8679,0,0,0,0,0,0,0,0
8680,17.2413793103,0,0,0,0,0,0,0
8681,60,0,0,0,0,0,0,0
8682,0,0,0,0,0,0,0,0
8683,11.1111111111,0,0,0,0,0,0,0
8684,40,0,0,0,0,0,0,0
8685,6.6666666667,0,0,0,0,0,0,0
8686,0,0,0,0,0,0,0,0
8687,11.1111111111,0,0,0,0,0,0,0
8688,50,0,0,0,0,0,0,0
8689,100,0,0,0,0,0,0,0
8690,0,0,0,0,0,0,0,0
8691,0,0,0,0,0,0,0,0
8692,0,0,0,0,0,0,0,0
8693,20.7547169811,0,0,0,0,0,0,0
8694,0,0,0,0,0,0,0,0
8695,0,0,0,0,0,0,0,0
8696,0,0,0,0,0,0,0,0
8697,0,0,0,0,0,0,0,0
8698,0,0,0,0,0,0,0,0
8699,0,0,0,0,0,0,0,0
8700,0,0,0,0,0,0,0,0
8701,50,0,0,0,0,0,0,0
8702,0,0,0,0,0,0,0,0
8703,0,0,0,0,0,0,0,0
8704,0,0,0,0,0,0,0,0
8705,0,0,0,0,0,0,0,0
8706,0,0,0,0,0,0,0,0
8707,27.6595744681,0,0,0,0,0,0,0
8708,0,0,0,0,0,0,0,0
8709,0,0,0,0,0,0,0,0
8710,0,0,0,0,0,0,0,0
8711,60,0,0,0,0,0,0,0
8712,100,0,0,0,0,0,0,0
8713,0,0,0,0,0,0,0,0
8714,0,0,0,0,0,0,0,0
8715,0,0,0,0,0,0,0,0
8716,50,0,0,0,0,0,0,0
8717,0,0,0,0,0,0,0,0
8718,0,0,0,0,0,0,0,0
8719,0,0,0,0,0,0,0,0
8720,0,0,0,0,0,0,0,0
8721,0,0,0,0,0,0,0,0
8722,0,0,0,0,0,0,0,0
8723,0,0,0,0,0,0,0,0
8724,0,0,0,0,0,0,0,0
8725,42.8571428571,0,0,0,0,0,0,0
8726,25,0,0,0,0,0,0,0
8727,0,0,0,0,0,0,0,0
8728,10,0,0,0,0,0,0,0
8729,43.75,0,0,0,0,0,0,0
8730,0,0,0,0,0,0,0,0
8731,0,0,0,0,0,0,0,0
8732,0,0,0,0,0,0,0,0
8733,0,0,0,0,0,0,0,0
8734,0,0,0,0,0,0,0,0
8735,0,0,0,0,0,0,0,0
8736,0,0,0,0,0,0,0,0
8737,0,0,0,0,0,0,0,0
8738,0,0,0,0,0,0,0,0
8739,42.8571428571,0,0,0,0,0,0,0
8740,0,0,0,0,0,0,0,0
8741,0,0,0,0,0,0,0,0
8742,0,0,0,0,0,0,0,0
8743,30,0,0,0,0,0,0,0
8744,0,0,0,0,0,0,0,0
8745,0,0,0,0,0,0,0,0
8746,0,0,0,0,0,0,0,0
8747,0,0,0,0,0,0,0,0
8748,0,0,0,0,0,0,0,0
